PAID;POINT_OF_SALE;EVENT_ID;YEAR;MONTH;N_SUBSCRIPTIONS;PRICE;PHONE_NUMBER;PROP_CONBINI;PAYMENT_TYPE;FAV_GENRE;AGE;DAYS_FROM_PROMO;BOOKS_PAID;N_TRANSACTIONS;N_ITEMS;DATE_LAST_PURCHASE;CUSTOMER_SINCE;MAIL;SUBSCR_CANC;MARGIN
NO;BO;INN08610;2018;MAY;0;12.690000000000001;0;0,0;Card;Shonen;14;1.0;2.0;2.0;3;23/03/2018;14/12/2017;0;0;18.444651441691484
YES;BO;INN11345;2018;OCT;1;9.095;0;0,0;Card;Shonen;12;12.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN26964;2018;JUN;1;6.5;0;0,5;Coupon;Shonen;18;10.0;46.0;21.0;2;29/05/2018;20/06/2016;0;1;440.81218495710056
YES;BO;INN31849;2018;JUN;0;9.629999999999999;0;0,33333;Cash;Shonen;15;3.0;1.0;1.0;3;27/04/2018;27/04/2018;0;0;9.760848059484443
YES;RM;INN11291;2018;APR;1;13.6;0;0,0;Card;Shonen;19;21.0;;;2;01/01/0001;01/01/9999;0;0;
YES;MI;INN13965;2018;FEB;1;7.2;0;0,33333;Card;Shojo;<=10;4.0;1.0;1.0;3;06/01/2018;06/01/2018;0;0;10.441225652454591
YES;BO;INN28817;2018;FEB;0;9.3;0;0,33333;Card;Shonen;23;26.0;4.0;3.0;3;18/02/2018;29/06/2017;0;0;49.24828852322829
YES;BO;INN20907;2018;APR;0;10.4;0;0,0;Cash;;18;15.0;1.0;1.0;2;19/02/2018;19/02/2018;0;0;11.183372573749516
YES;BO;INN31730;2018;SEP;3;9.809999999999999;0;0,0;Card;Shonen;12;4.0;3.0;1.0;2;02/07/2018;02/07/2018;0;0;30.700509357888095
YES;BO;INN35239;2018;APR;1;8.245000000000001;0;0,0;Card;Shonen;;2.0;3.0;1.0;2;17/01/2018;17/01/2018;0;0;34.025476940748284
YES;BO;INN23787;2018;JUN;1;11.07;1;0,5;Card;Shonen;22;28.0;1.0;1.0;4;18/05/2018;18/05/2018;1;0;9.50287632474606
YES;BO;INN02662;2018;MAR;0;6.0;0;0,5;Cash;Shonen;13;15.0;5.0;2.0;4;09/12/2017;14/06/2017;1;0;41.58127815706389
YES;BO;INN35394;2018;FEB;0;8.1;0;0,0;Card;Shojo;;27.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN36036;2018;OCT;1;9.9;0;0,0;Card;Shojo;15;28.0;6.0;3.0;1;22/09/2018;08/01/2018;0;0;87.04613145022836
YES;BO;INN11943;2018;OCT;0;9.5;0;0,0;Coupon;Shonen;;20.0;14.0;9.0;1;20/10/2018;30/09/2017;0;0;131.62917878844402
YES;MI;INN12478;2018;AUG;0;9.690000000000001;0;0,0;Cash;Shonen;17;12.0;8.0;2.0;3;03/03/2018;17/08/2017;0;0;76.77499239081172
YES;BO;INN01507;2018;JUN;1;9.1;0;0,33333;Card;Shonen;21;3.0;;;3;01/01/0001;01/01/9999;0;0;
YES;RM;INN34274;2018;AUG;0;11.16;0;0,4;Cash;Shonen;16;26.0;3.0;1.0;5;20/07/2018;20/07/2018;0;0;28.935704008996204
YES;BO;INN31322;2018;MAY;0;13.0;0;0,5;Coupon;Shonen;16;30.0;4.0;4.0;2;22/05/2018;19/11/2017;0;0;30.54737516124495
YES;NA;INN11268;2018;APR;0;10.4;0;0,33333;Cash;;12;8.0;6.0;2.0;3;12/02/2018;23/09/2017;0;0;55.91851757019641
YES;NA;INN30051;2018;AUG;1;14.49;0;0,33333;Card;Shonen;14;3.0;;;3;01/01/0001;01/01/9999;0;0;
YES;MI;INN03049;2018;JUN;2;11.61;0;0,33333;Card;Shojo;16;15.0;3.0;1.0;3;09/03/2018;09/03/2018;0;0;23.153057051944636
YES;BO;INN17135;2018;MAY;2;10.511;0;0,25;Card;Shojo;17;30.0;3.0;1.0;4;17/05/2018;17/05/2018;1;0;40.80117811014557
NO;MI;INN12612;2018;MAR;0;11.25;0;0,0;Card;Shonen;16;24.0;8.0;4.0;1;18/02/2018;24/09/2017;0;0;86.72118551879282
YES;NA;INN13776;2018;MAY;0;16.0;0;0,5;Cash;;;29.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN04080;2018;OCT;1;12.9;0;0,33333;Card;Shonen;19;30.0;1.0;1.0;3;25/09/2018;25/09/2018;0;0;5.128663801239478
YES;NA;INN36206;2018;SEP;0;12.969999999999999;0;0,8;Card;Shonen;12;8.0;;;5;01/01/0001;01/01/9999;0;0;
YES;BO;INN35377;2018;FEB;1;6.656999999999999;0;0,0;Card;Shonen;25;6.0;;;1;01/01/0001;01/01/9999;0;0;
YES;NA;INN12155;2018;MAR;1;5.659000000000001;0;0,0;Card;Shonen;13;1.0;3.0;2.0;2;14/01/2018;15/09/2017;0;0;39.68632465915038
YES;RM;INN18880;2018;APR;0;9.6;0;0,0;Cash;;18;2.0;2.0;1.0;2;20/03/2018;20/03/2018;0;0;14.13198820439268
YES;MI;INN19891;2018;MAR;1;6.6;0;0,66667;Coupon;Shonen;13;18.0;233.0;93.0;3;08/03/2018;15/07/2014;0;0;2883.5270089157784
YES;NA;INN29752;2018;APR;0;12.55;0;0,0;Card;Shonen;;2.0;2.0;1.0;3;08/03/2018;08/03/2018;0;0;19.129619835562426
YES;BO;INN11123;2018;FEB;0;8.0;0;0,0;Coupon;Shonen;11;3.0;3.0;2.0;1;26/01/2018;11/11/2017;0;0;25.794819476630977
NO;RM;INN07928;2018;JUN;0;12.0;0;0,33333;Cash;Shonen;17;28.0;2.0;1.0;3;17/12/2017;17/12/2017;0;0;26.45528625587303
YES;BO;INN28231;2018;AUG;2;17.0;0;0,33333;Card;Shonen;21;4.0;3.0;2.0;3;27/07/2018;29/03/2018;0;2;21.81919107079716
YES;BO;INN25899;2018;APR;1;6.583;0;0,33333;Card;Shojo;21;30.0;2.0;1.0;3;25/01/2018;25/01/2018;0;0;19.75630854387772
YES;BO;INN24716;2018;AUG;0;10.98;0;0,25;Card;Shonen;<=10;29.0;4.0;1.0;4;28/08/2018;28/08/2018;0;0;29.817136971987537
YES;BO;INN24306;2018;JUN;1;10.9;0;0,0;Card;Shojo;20;3.0;1.0;1.0;1;14/05/2018;14/05/2018;0;0;9.136183219490425
YES;BO;INN07750;2018;MAY;0;11.2;0;0,0;Cash;Shonen;15;29.0;;;1;01/01/0001;01/01/9999;0;0;
NO;BO;INN10140;2018;OCT;0;11.0;0;0,33333;Cash;Shonen;;20.0;1.0;1.0;3;14/01/2018;14/01/2018;0;0;11.704863557968068
YES;BO;INN23050;2018;JAN;1;4.5;0;0,0;Cash;Shonen;21;19.0;42.0;42.0;1;18/01/2018;08/05/2015;0;1;518.9178776481313
YES;BO;INN00182;2018;MAR;1;8.245000000000001;0;0,5;Card;Shonen;12;19.0;2.0;1.0;4;23/12/2017;23/12/2017;0;1;22.13032336545769
YES;NA;INN00870;2018;MAR;0;7.6;0;0,0;Coupon;Shonen;<=10;28.0;;;1;01/01/0001;01/01/9999;0;0;
YES;RM;INN33263;2018;JUL;2;9.945;0;0,33333;Card;Shonen;23;17.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN17858;2018;OCT;0;7.3;0;0,0;Cash;Shonen;15;3.0;;;2;01/01/0001;01/01/9999;0;0;
NO;MI;INN05671;2018;AUG;0;15.1;0;0,5;Card;Shonen;16;15.0;8.0;2.0;4;25/07/2018;06/01/2018;0;0;85.9688487642161
YES;BO;INN17778;2018;MAY;0;13.0;0;0,66667;Coupon;Shonen;13;22.0;2.0;2.0;3;19/03/2018;15/10/2017;0;0;25.240557883880154
NO;BO;INN24892;2018;AUG;1;12.51;0;0,0;Card;Shojo;21;22.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN23279;2018;JUN;0;11.0;0;0,5;Cash;Shonen;20;4.0;2.0;1.0;2;06/02/2018;06/02/2018;0;0;20.635849766907906
YES;BO;INN03026;2018;JUN;0;9.0;0;0,0;Cash;;30+;3.0;;;1;01/01/0001;01/01/9999;0;0;
YES;MI;INN13300;2018;OCT;0;10.805;0;0,33333;Card;Shojo;16;5.0;2.0;1.0;3;29/09/2018;29/09/2018;0;0;17.10171512669168
YES;BO;INN13740;2018;MAR;0;5.8;0;0,33333;Cash;Shonen;20;19.0;6.0;3.0;3;24/11/2017;13/05/2017;0;0;51.35134463022777
YES;BO;INN03808;2018;JUL;1;11.43;0;0,5;Card;Shonen;;22.0;2.0;1.0;4;17/03/2018;17/03/2018;0;0;19.96617443611064
YES;BO;INN18676;2018;MAR;0;9.540000000000001;0;0,0;Card;Shonen;;31.0;8.0;3.0;2;26/02/2018;21/07/2017;0;0;72.90462321760273
YES;BO;INN21970;2018;MAR;4;12.95;0;0,0;Card;Shonen;22;13.0;2.0;1.0;3;21/02/2018;21/02/2018;0;3;12.775381058919784
YES;BO;INN09087;2018;SEP;0;9.9;0;0,66667;Cash;Shonen;22;10.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN10276;2018;OCT;2;9.095;0;0,33333;Card;Shonen;15;19.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN32374;2018;MAY;1;6.9;1;0,66667;Coupon;Shonen;28;3.0;44.0;28.0;3;27/04/2018;13/01/2018;1;0;297.57432725123476
YES;BO;INN17175;2018;AUG;0;8.0;0;0,5;Cash;Shonen;21;20.0;3.0;2.0;2;16/08/2018;28/01/2018;0;0;44.07748824113207
YES;BO;INN01218;2018;FEB;1;8.7;0;0,33333;Cash;Shonen;;3.0;2.0;1.0;3;22/01/2018;22/01/2018;0;0;25.91398576964294
YES;RM;INN32534;2018;OCT;0;7.0;0;0,33333;Cash;Shonen;25;5.0;;;3;01/01/0001;01/01/9999;0;0;
YES;RM;INN20773;2018;APR;1;9.629999999999999;0;0,33333;Card;Shonen;15;29.0;3.0;1.0;3;29/01/2018;29/01/2018;0;0;29.87657131176094
YES;BO;INN19420;2018;FEB;1;8.1;0;0,0;Card;Shojo;21;26.0;1.0;1.0;2;15/02/2018;15/02/2018;0;0;9.091695093577519
YES;BO;INN13677;2018;JUN;2;22.0;1;0,2;Card;Shonen;23;26.0;;;5;01/01/0001;01/01/9999;1;0;
NO;BO;INN33974;2018;JUN;0;12.0;0;0,5;Cash;Shonen;16;20.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN21973;2018;JUL;1;6.5;0;0,66667;Coupon;Shonen;12;29.0;77.0;35.0;3;27/06/2018;30/05/2016;0;0;836.436878505735
YES;BO;INN33591;2018;AUG;1;11.790000000000001;0;0,0;Card;Shonen;13;15.0;;;2;01/01/0001;01/01/9999;0;0;
YES;MI;INN25719;2018;APR;0;7.1;0;0,33333;Cash;Shonen;<=10;28.0;;;3;01/01/0001;01/01/9999;0;0;
YES;NA;INN26036;2018;JUN;1;10.9;0;0,33333;Card;Shojo;24;12.0;;;3;01/01/0001;01/01/9999;0;0;
YES;MI;INN05785;2018;JUN;0;6.5;0;0,0;Coupon;Shonen;19;3.0;11.0;5.0;1;14/05/2018;01/07/2017;0;0;119.71607759472148
YES;NA;INN22048;2018;JUL;0;16.85;0;0,6;Card;Shonen;;2.0;;;5;01/01/0001;01/01/9999;0;0;
YES;RM;INN33468;2018;JUN;2;11.659;0;0,0;Card;Shonen;14;7.0;1.0;1.0;2;04/02/2018;04/02/2018;0;3;10.653490780471557
YES;BO;INN29994;2018;APR;0;5.202;0;0,0;Card;Shojo;<=10;24.0;6.0;2.0;2;23/01/2018;19/05/2017;0;0;66.45350612076464
YES;BO;INN24962;2018;MAR;0;10.3;0;0,0;Card;Shonen;<=10;29.0;4.0;4.0;2;28/03/2018;23/06/2017;0;0;54.929208551562574
YES;BO;INN26370;2018;FEB;2;8.1;0;0,5;Card;Shojo;12;3.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN11876;2018;JUN;0;10.811;0;0,0;Card;Shonen;11;29.0;1.0;1.0;2;18/04/2018;18/04/2018;0;0;12.978621891741078
YES;BO;INN04338;2018;AUG;0;10.0;0;0,0;Coupon;Shonen;16;28.0;8.0;2.0;2;25/08/2018;16/12/2017;0;0;82.84204977944596
YES;BO;INN08373;2018;OCT;0;12.33;0;0,0;Card;Shonen;;3.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN20040;2018;MAR;0;4.067;0;0,0;Cash;Shonen;17;29.0;5.0;2.0;2;28/12/2017;21/06/2017;0;0;57.55372407270514
YES;BO;INN27981;2018;OCT;1;11.370000000000001;0;0,6;Card;Shojo;18;30.0;1.0;1.0;5;16/09/2018;16/09/2018;0;0;12.547560565270178
YES;BO;INN05454;2018;JAN;0;6.5;0;0,5;Coupon;Shonen;21;4.0;16.0;10.0;2;04/01/2018;28/09/2016;0;0;215.38119834210636
YES;MI;INN22987;2018;OCT;0;10.5;0;0,0;Cash;Shonen;15;1.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN19255;2018;MAY;0;11.61;0;0,5;Card;Shojo;15;6.0;;;2;01/01/0001;01/01/9999;0;0;
YES;MI;INN32911;2018;JUN;0;9.1;0;0,0;Card;Shonen;12;29.0;4.0;2.0;2;16/06/2018;26/12/2017;0;0;42.72719537007786
YES;BO;INN12667;2018;JAN;1;6.75;0;0,5;Card;Shojo;13;16.0;3.0;2.0;4;17/12/2017;24/08/2017;0;0;38.29636263632439
YES;BO;INN12890;2018;MAR;1;8.385;0;0,33333;Card;Shonen;20;1.0;1.0;1.0;3;13/12/2017;13/12/2017;0;0;7.529427879046123
YES;BO;INN20763;2018;JUN;1;9.0;0;0,33333;Cash;;18;14.0;6.0;2.0;3;15/01/2018;10/08/2017;0;0;60.47845740563276
YES;BO;INN00974;2018;JUN;1;13.1;0;0,33333;Card;Shonen;;27.0;3.0;2.0;3;19/06/2018;25/01/2018;0;0;27.875497662135594
YES;BO;INN32949;2018;MAY;1;9.945;0;0,0;Card;Shonen;;7.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN10390;2018;JUN;0;9.629999999999999;0;0,0;Cash;Shonen;;15.0;3.0;2.0;2;02/05/2018;31/10/2017;0;0;34.57536727758852
NO;BO;INN17598;2018;JUL;0;11.475;0;0,25;Card;Shonen;;16.0;6.0;2.0;4;10/02/2018;19/06/2017;0;0;41.49915561509091
YES;BO;INN05634;2018;OCT;0;8.075;0;0,33333;Cash;Shonen;<=10;5.0;5.0;2.0;3;12/04/2018;19/10/2017;0;0;44.67198663892027
NO;BO;INN18159;2018;OCT;1;9.228;0;0,0;Card;Shonen;19;2.0;;;2;01/01/0001;01/01/9999;0;0;
YES;NA;INN32592;2018;MAR;0;9.629999999999999;1;0,66667;Card;Shonen;16;27.0;2.0;1.0;6;20/01/2018;20/01/2018;0;0;17.453556803682996
YES;NA;INN01498;2018;MAY;1;8.801;0;0,5;Card;Shonen;21;8.0;2.0;2.0;2;19/01/2018;12/11/2017;0;1;20.67317611816295
YES;BO;INN01594;2018;JAN;1;0.0;0;0,5;Coupon;Shonen;;14.0;46.0;41.0;2;12/01/2018;09/04/2016;0;1;286.4577335534786
YES;RM;INN21689;2018;FEB;1;9.53;0;0,0;Card;Shonen;15;2.0;1.0;1.0;2;07/12/2017;07/12/2017;0;0;9.380798897603416
YES;BO;INN21005;2018;AUG;1;9.308;0;0,0;Card;Shonen;11;21.0;9.0;4.0;2;25/02/2018;12/01/2017;0;0;81.76217293933149
YES;NA;INN25933;2018;FEB;1;3.1;0;0,33333;Coupon;Shonen;15;7.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN11635;2018;FEB;1;8.1;0;0,33333;Card;Shojo;24;12.0;4.0;2.0;3;04/01/2018;25/06/2017;0;1;37.89472583400677
YES;MI;INN28615;2018;OCT;2;15.0;0;0,75;Card;Shonen;17;25.0;9.0;6.0;4;24/10/2018;08/02/2018;0;3;108.39914753373347
YES;MI;INN34035;2018;SEP;0;9.1;0;0,0;Cash;;23;27.0;;;1;01/01/0001;01/01/9999;0;0;
YES;RM;INN09775;2018;AUG;1;9.095;0;0,0;Card;Shonen;21;10.0;2.0;2.0;2;29/12/2017;22/04/2017;0;0;20.56343449249705
NO;RM;INN27203;2018;OCT;0;11.5;0;0,0;Cash;Shonen;18;3.0;5.0;2.0;1;24/04/2018;25/10/2017;0;0;54.652903714037876
YES;NA;INN04658;2018;AUG;3;8.703;0;0,33333;Cash;Shonen;13;2.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN13887;2018;OCT;1;15.12;0;0,0;Card;Shonen;24;21.0;5.0;2.0;3;07/08/2018;26/02/2018;0;0;59.085148978331716
YES;BO;INN07320;2018;MAY;1;9.770999999999999;0;0,0;Card;Shonen;23;1.0;5.0;3.0;2;22/02/2018;18/04/2017;0;1;53.17794363778379
YES;BO;INN12186;2018;SEP;1;9.93;0;0,5;Card;Shonen;11;20.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN20108;2018;MAR;0;8.892;0;0,5;Card;Shojo;17;8.0;5.0;2.0;4;02/03/2018;15/09/2017;0;0;53.394548835224214
YES;BO;INN01088;2018;JUL;1;10.472;0;0,66667;Card;Shonen;25;30.0;1.0;1.0;3;29/07/2018;29/07/2018;0;1;10.32116680454003
YES;BO;INN16621;2018;JUL;2;13.77;0;0,25;Card;Shonen;23;2.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN04399;2018;MAR;1;10.3;0;0,0;Card;Shonen;<=10;30.0;2.0;1.0;1;22/03/2018;22/03/2018;0;0;23.295191355239357
YES;BO;INN31566;2018;OCT;1;11.858;0;0,5;Card;Shonen;24;3.0;;;2;01/01/0001;01/01/9999;0;0;
YES;RM;INN08271;2018;JUN;0;8.5;0;0,33333;Cash;Shonen;;25.0;8.0;5.0;3;18/06/2018;03/09/2017;0;1;91.28807946740916
YES;RM;INN03017;2018;OCT;1;14.9;0;0,0;Card;Shonen;16;13.0;1.0;1.0;2;23/09/2018;23/09/2018;0;3;11.364506154681067
YES;BO;INN00898;2018;OCT;3;0.0;0;0,0;Coupon;Shonen;;29.0;78.0;78.0;1;27/10/2018;20/02/2015;0;1;687.981947365159
YES;RM;INN07584;2018;JUL;2;9.294;0;0,6;Card;Shonen;12;5.0;;;5;01/01/0001;01/01/9999;0;0;
YES;MI;INN09472;2018;OCT;1;17.223;0;0,33333;Card;Shonen;29;23.0;5.0;1.0;6;05/08/2018;05/08/2018;0;0;60.8821856054088
NO;BO;INN02208;2018;SEP;0;13.7;0;0,33333;Card;;18;21.0;;;3;01/01/0001;01/01/9999;0;0;
YES;MI;INN09304;2018;JAN;0;7.1;0;0,0;Cash;Shonen;21;2.0;2.0;2.0;1;04/08/2017;12/05/2017;0;0;17.78816921313757
YES;BO;INN19538;2018;OCT;1;10.8;0;0,5;Card;Shojo;19;9.0;2.0;1.0;2;18/06/2018;18/06/2018;0;0;21.83358950031572
YES;BO;INN28430;2018;JUN;2;14.7;0;0,4;Card;Shonen;;10.0;;;5;01/01/0001;01/01/9999;0;0;
YES;RM;INN07483;2018;JUN;1;7.2;0;0,5;Cash;Shonen;19;28.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN17349;2018;APR;0;7.275;0;0,33333;Cash;Shonen;18;20.0;;;3;01/01/0001;01/01/9999;0;0;
NO;BO;INN11637;2018;MAY;0;11.0;0;0,33333;Coupon;Shonen;18;16.0;5.0;2.0;3;11/05/2018;12/01/2018;0;0;67.88947919894065
YES;MI;INN07428;2018;AUG;2;15.030000000000001;0;0,0;Card;Shonen;30+;16.0;;;3;01/01/0001;01/01/9999;0;0;
YES;RM;INN12057;2018;MAY;2;10.829;0;0,0;Card;Shonen;20;27.0;1.0;1.0;2;06/01/2018;06/01/2018;0;1;9.401326570774552
YES;BO;INN08240;2018;FEB;0;8.28;0;0,5;Card;Shonen;20;25.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN15620;2018;SEP;1;14.940000000000001;0;0,33333;Card;Shonen;25;13.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN23761;2018;JUN;1;12.690000000000001;0;0,0;Card;Shonen;12;28.0;2.0;1.0;1;27/03/2018;27/03/2018;0;1;26.385319292924503
YES;BO;INN09606;2018;JUN;1;8.075;0;0,0;Cash;Shonen;<=10;29.0;;;2;01/01/0001;01/01/9999;0;0;
NO;BO;INN07602;2018;JUN;0;12.987;0;0,0;Card;Shonen;22;9.0;2.0;1.0;3;05/05/2018;05/05/2018;0;0;19.737608847115542
YES;BO;INN20595;2018;APR;0;8.0;0;0,5;Cash;Shonen;;7.0;5.0;3.0;4;03/10/2017;16/04/2017;0;0;46.64400948238796
YES;BO;INN00800;2018;OCT;1;10.187000000000001;0;0,0;Card;Shonen;19;31.0;;;2;01/01/0001;01/01/9999;0;0;
YES;NA;INN12138;2018;JUL;1;10.35;0;0,33333;Card;Shojo;<=10;2.0;1.0;1.0;3;21/02/2018;21/02/2018;0;0;9.847958950168456
YES;MI;INN33954;2018;MAR;1;10.7;0;0,33333;Cash;;11;29.0;2.0;1.0;3;27/11/2017;27/11/2017;0;0;9.854291608836245
YES;RM;INN06310;2018;JAN;1;7.755;0;0,33333;Card;Shonen;18;8.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN28479;2018;APR;0;9.5;0;0,66667;Coupon;Shonen;21;24.0;;;3;01/01/0001;01/01/9999;0;0;
YES;RM;INN08334;2018;JUL;1;15.159;0;0,4;Card;Shonen;;29.0;3.0;1.0;5;06/05/2018;06/05/2018;0;0;31.13263904898003
NO;BO;INN03004;2018;JUL;1;11.5;0;0,5;Card;;21;7.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN22327;2018;JUL;1;9.32;1;0,33333;Card;Shonen;<=10;2.0;4.0;2.0;3;30/01/2018;22/05/2017;1;0;39.224452719661265
YES;BO;INN31571;2018;JAN;1;7.76;0;0,0;Cash;Shonen;12;13.0;;;3;01/01/0001;01/01/9999;0;0;
YES;NA;INN05588;2018;OCT;1;9.5;0;0,0;Cash;Shonen;21;9.0;2.0;1.0;2;16/08/2018;16/08/2018;0;1;19.68056458899556
YES;RM;INN01652;2018;AUG;1;11.934999999999999;0;0,33333;Card;Shonen;;22.0;;;3;01/01/0001;01/01/9999;0;0;
YES;NA;INN11873;2018;AUG;1;11.862;0;0,4;Card;Shonen;18;27.0;2.0;1.0;5;30/03/2018;30/03/2018;0;1;21.23732686343896
YES;BO;INN15009;2018;SEP;1;17.5;0;0,25;Card;Shonen;<=10;12.0;1.0;1.0;4;10/09/2018;10/09/2018;0;0;13.919448456265782
YES;BO;INN24900;2018;MAY;2;9.945;0;0,5;Card;Shonen;16;29.0;;;4;01/01/0001;01/01/9999;0;0;
YES;RM;INN20398;2018;APR;0;10.4;0;0,0;Cash;;14;2.0;2.0;1.0;2;06/02/2018;06/02/2018;0;0;15.668684032447423
YES;NA;INN30567;2018;JUN;0;12.0;0;0,0;Cash;Shonen;;13.0;5.0;5.0;2;18/04/2018;05/04/2017;0;0;54.7500853136485
YES;MI;INN10279;2018;SEP;2;14.940000000000001;0;0,33333;Card;Shonen;20;2.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN35405;2018;JUL;4;10.520999999999999;0;0,0;Card;Shonen;17;1.0;1.0;1.0;3;14/03/2018;14/03/2018;0;0;14.309365499775511
YES;BO;INN32451;2018;JUL;1;11.25;0;0,0;Card;Shojo;30+;5.0;1.0;1.0;2;06/03/2018;06/03/2018;0;0;11.656221966256698
YES;BO;INN25345;2018;JAN;0;7.9;0;0,5;Coupon;Shonen;;1.0;1.0;1.0;2;17/12/2017;17/12/2017;0;0;9.513357413683304
YES;NA;INN21407;2018;SEP;1;11.858;0;0,0;Card;Shojo;22;4.0;1.0;1.0;1;31/08/2018;31/08/2018;0;2;11.334221980567047
YES;RM;INN13622;2018;JUN;1;11.61;0;0,0;Card;Shojo;19;2.0;;;2;01/01/0001;01/01/9999;1;0;
YES;RM;INN20950;2018;JUN;0;12.0;0;0,0;Cash;Shonen;24;9.0;2.0;1.0;2;14/04/2018;14/04/2018;0;0;15.7399943406269
YES;RM;INN00814;2018;JUN;0;7.5329999999999995;0;0,0;Cash;Shonen;17;2.0;5.0;3.0;1;06/04/2018;05/07/2017;0;0;49.85409697129008
YES;NA;INN26722;2018;AUG;0;16.23;0;0,0;Card;Shonen;15;20.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN29296;2018;SEP;1;13.9;0;0,0;Card;Shonen;24;15.0;2.0;1.0;1;27/08/2018;27/08/2018;0;0;24.191520149551664
YES;BO;INN23032;2018;APR;0;7.276000000000001;0;0,33333;Cash;Shonen;<=10;2.0;;;3;01/01/0001;01/01/9999;0;0;
NO;MI;INN35873;2018;JUN;0;9.588;0;0,33333;Cash;Shonen;11;8.0;1.0;1.0;3;27/02/2018;27/02/2018;0;0;12.272799432396711
YES;BO;INN20675;2018;JUN;0;9.5;0;0,6;Cash;Shonen;27;28.0;1.0;1.0;5;20/12/2017;20/12/2017;0;0;8.053380694451842
YES;BO;INN35597;2018;JUN;0;8.155;0;0,33333;Card;Shojo;14;4.0;2.0;2.0;3;04/06/2018;29/11/2017;0;0;21.265652702525163
YES;RM;INN26090;2018;MAR;0;5.95;0;0,0;Cash;Shonen;13;2.0;6.0;2.0;2;23/12/2017;23/03/2017;0;0;56.53795438846336
YES;BO;INN07291;2018;APR;0;9.129000000000001;0;0,0;Card;Shonen;16;29.0;5.0;3.0;2;23/12/2017;01/09/2017;0;0;54.74926896211737
YES;RM;INN27850;2018;JUL;0;13.59;0;0,0;Card;Shonen;16;1.0;5.0;3.0;2;14/05/2018;18/01/2018;0;0;59.09393491585156
YES;RM;INN06491;2018;JAN;0;8.0;0;0,5;Cash;Shonen;22;24.0;5.0;4.0;2;26/11/2017;02/11/2017;0;0;51.620697190742
YES;MI;INN13233;2018;MAR;1;6.375;0;0,0;Card;Shojo;20;20.0;3.0;2.0;2;16/01/2018;19/09/2017;0;1;15.904223906673582
YES;MI;INN10969;2018;AUG;0;15.056999999999999;0;0,4;Cash;Shonen;12;30.0;2.0;1.0;5;28/07/2018;28/07/2018;1;0;21.4516511797223
YES;RM;INN16078;2018;MAR;2;13.34;0;0,25;Card;Shonen;20;28.0;;;4;01/01/0001;01/01/9999;0;0;
YES;MI;INN17173;2018;MAR;2;14.528;0;0,5;Card;Shonen;23;12.0;5.0;2.0;6;13/02/2018;27/09/2017;0;0;54.6101490421725
YES;BO;INN03792;2018;AUG;1;12.78;1;0,0;Card;Shonen;17;26.0;1.0;1.0;2;24/04/2018;24/04/2018;1;0;11.052351732452275
YES;RM;INN29497;2018;SEP;1;14.0;0;0,6;Cash;;15;19.0;;;5;01/01/0001;01/01/9999;0;0;
YES;MI;INN27607;2018;JUL;0;6.5;0;0,0;Coupon;Shonen;20;28.0;65.0;32.0;1;26/07/2018;22/11/2017;0;0;478.6221703568945
YES;BO;INN32699;2018;OCT;1;1.2;1;0,0;Card;Shonen;14;13.0;18.0;11.0;2;04/10/2018;21/06/2017;1;0;198.1326788241967
YES;BO;INN08929;2018;APR;0;6.5;0;0,5;Coupon;Shonen;16;28.0;2.0;1.0;2;27/02/2018;27/02/2018;0;0;17.550091242552337
YES;BO;INN18272;2018;FEB;0;8.1;0;0,5;Coupon;Shonen;20;23.0;3.0;3.0;2;15/02/2018;19/08/2017;1;0;32.64986476946356
YES;NA;INN33988;2018;JAN;0;7.1;0;0,0;Cash;Shonen;;3.0;2.0;1.0;1;07/08/2017;07/08/2017;0;0;19.43919953903039
YES;BO;INN15934;2018;JAN;0;7.0;0;0,66667;Cash;Shonen;13;17.0;2.0;2.0;3;19/08/2017;14/05/2017;0;0;18.279198936663043
